id,Failure_pred,Failure_prob
136999,0,0.003
137000,0,0.0207
137001,0,0.0017
137002,0,0.0031
137003,0,0.003
137004,0,0.0375
137005,1,0.9997
137006,0,0.0005
137007,0,0.0018
137008,0,0.0037
137009,0,0.0113
137010,0,0.0052
137011,0,0.004
137012,0,0.0127
137013,0,0.0051
137014,0,0.0009
137015,0,0.0086
137016,0,0.0043
137017,0,0.0012
137018,0,0.0019
137019,0,0.002
137020,0,0.0326
137021,0,0.0079
137022,0,0.0008
137023,0,0.0014
137024,0,0.0025
137025,0,0.0009
137026,0,0.011
137027,0,0.0026
137028,0,0.0016
137029,0,0.0012
137030,0,0.0077
137031,0,0.0083
137032,0,0.0036
137033,0,0.0045
137034,0,0.0045
137035,0,0.0123
137036,0,0.0042
137037,1,0.992
137038,0,0.004
137039,0,0.0019
137040,0,0.001
137041,0,0.0078
137042,0,0.0007
137043,0,0.0023
137044,0,0.0013
137045,0,0.0013
137046,0,0.0014
137047,0,0.002
137048,0,0.0044
137049,0,0.0062
137050,0,0.0008
137051,0,0.0031
137052,0,0.0072
137053,0,0.0022
137054,0,0.0015
137055,0,0.0028
137056,0,0.0013
137057,0,0.0013
137058,0,0.0024
137059,0,0.0062
137060,0,0.0008
137061,0,0.0012
137062,0,0.0089
137063,0,0.0047
137064,0,0.0045
137065,0,0.0109
137066,0,0.0045
137067,0,0.0012
137068,0,0.0019
137069,0,0.0028
137070,0,0.0031
137071,0,0.0022
137072,0,0.0009
137073,0,0.002
137074,0,0.0059
137075,0,0.0029
137076,0,0.0007
137077,0,0.0023
137078,0,0.0018
137079,0,0.0039
137080,0,0.0042
137081,0,0.0043
137082,0,0.0015
137083,0,0.0004
137084,0,0.0023
137085,0,0.0056
137086,0,0.0053
137087,0,0.0016
137088,0,0.011
137089,0,0.0015
137090,0,0.0025
137091,0,0.0008
137092,0,0.0082
137093,0,0.0059
137094,0,0.0129
137095,0,0.004
137096,0,0.0011
137097,0,0.0072
137098,0,0.0056
137099,0,0.0033
137100,0,0.0013
137101,0,0.0025
137102,0,0.0051
137103,0,0.0094
137104,0,0.0006
137105,0,0.0013
137106,0,0.0192
137107,0,0.0029
137108,0,0.0015
137109,0,0.0018
137110,0,0.0093
137111,0,0.0161
137112,1,0.9818
137113,0,0.0165
137114,0,0.0011
137115,0,0.0007
137116,0,0.0052
137117,0,0.0011
137118,0,0.0025
137119,0,0.0101
137120,0,0.0017
137121,0,0.001
137122,0,0.0047
137123,0,0.0021
137124,0,0.0123
137125,0,0.0009
137126,0,0.0008
137127,0,0.0034
137128,0,0.0013
137129,0,0.0019
137130,0,0.0018
137131,0,0.0027
137132,0,0.0017
137133,0,0.0016
137134,0,0.0123
137135,0,0.0052
137136,0,0.0009
137137,0,0.0009
137138,0,0.003
137139,0,0.0011
137140,0,0.01
137141,0,0.0016
137142,0,0.0029
137143,0,0.0019
137144,0,0.0017
137145,0,0.0009
137146,0,0.0026
137147,0,0.0007
137148,0,0.0066
137149,0,0.0029
137150,0,0.005
137151,0,0.0017
137152,0,0.0036
137153,0,0.018
137154,0,0.0038
137155,0,0.003
137156,0,0.007
137157,0,0.0036
137158,0,0.0014
137159,0,0.0025
137160,0,0.0029
137161,0,0.0021
137162,0,0.003
137163,0,0.0007
137164,0,0.0023
137165,0,0.0042
137166,0,0.0026
137167,0,0.004
137168,0,0.003
137169,0,0.0038
137170,0,0.0017
137171,0,0.0023
137172,0,0.0013
137173,0,0.0035
137174,0,0.0005
137175,0,0.004
137176,0,0.0016
137177,0,0.0041
137178,0,0.0017
137179,0,0.0033
137180,0,0.0011
137181,0,0.0029
137182,0,0.0091
137183,0,0.0022
137184,0,0.0023
137185,0,0.005
137186,0,0.0026
137187,0,0.0011
137188,0,0.0083
137189,0,0.0089
137190,0,0.0014
137191,0,0.0019
137192,0,0.4701
137193,0,0.0013
137194,0,0.0016
137195,0,0.0139
137196,0,0.0051
137197,0,0.0032
137198,0,0.0081
137199,0,0.0007
137200,0,0.0012
137201,0,0.0067
137202,0,0.0047
137203,0,0.0014
137204,0,0.0006
137205,0,0.0025
137206,0,0.0012
137207,0,0.0062
137208,0,0.0062
137209,0,0.0013
137210,0,0.0031
137211,0,0.0026
137212,0,0.0055
137213,0,0.002
137214,0,0.0012
137215,0,0.0043
137216,0,0.0059
137217,0,0.0029
137218,0,0.0058
137219,0,0.0018
137220,0,0.0049
137221,0,0.0044
137222,0,0.0055
137223,0,0.0017
137224,0,0.0028
137225,0,0.0007
137226,0,0.0015
137227,0,0.0019
137228,0,0.0079
137229,0,0.0027
137230,0,0.0007
137231,0,0.0055
137232,0,0.0013
137233,0,0.0029
137234,0,0.0012
137235,0,0.0015
137236,0,0.0012
137237,0,0.001
137238,0,0.0014
137239,0,0.0031
137240,0,0.0011
137241,0,0.0073
137242,0,0.0084
137243,0,0.0036
137244,0,0.0074
137245,0,0.0109
137246,0,0.0044
137247,0,0.001
137248,0,0.0019
137249,0,0.0088
137250,0,0.0023
137251,0,0.0035
137252,0,0.0024
137253,0,0.0015
137254,0,0.0007
137255,0,0.0061
137256,0,0.0065
137257,0,0.0015
137258,0,0.0009
137259,0,0.001
137260,0,0.0049
137261,0,0.0031
137262,0,0.0035
137263,0,0.0074
137264,0,0.0113
137265,0,0.0085
137266,0,0.0014
137267,0,0.0006
137268,0,0.0007
137269,0,0.0014
137270,0,0.0011
137271,0,0.0012
137272,0,0.0163
137273,0,0.0009
137274,0,0.0014
137275,0,0.0021
137276,0,0.001
137277,0,0.0042
137278,0,0.002
137279,0,0.0067
137280,0,0.0004
137281,0,0.0023
137282,0,0.0022
137283,0,0.0068
137284,0,0.0021
137285,0,0.0021
137286,0,0.0037
137287,0,0.0023
137288,0,0.0098
137289,0,0.0013
137290,0,0.0016
137291,0,0.001
137292,0,0.0027
137293,0,0.0035
137294,0,0.003
137295,0,0.0017
137296,0,0.0038
137297,0,0.0039
137298,0,0.0057
137299,0,0.0012
137300,0,0.0064
137301,0,0.0021
137302,0,0.001
137303,0,0.0045
137304,0,0.0055
137305,0,0.0164
137306,0,0.0056
137307,0,0.0022
137308,0,0.003
137309,0,0.0014
137310,0,0.0029
137311,0,0.004
137312,0,0.0095
137313,0,0.0013
137314,0,0.0013
137315,0,0.0029
137316,0,0.0008
137317,0,0.0014
137318,0,0.0023
137319,0,0.0031
137320,0,0.0032
137321,0,0.001
137322,0,0.0021
137323,0,0.0081
137324,0,0.008
137325,0,0.0109
137326,0,0.0007
137327,0,0.0029
137328,0,0.0075
137329,0,0.0017
137330,0,0.0073
137331,0,0.006
137332,0,0.0015
137333,0,0.0038
137334,0,0.0036
137335,0,0.0024
137336,0,0.0156
137337,0,0.0015
137338,0,0.0034
137339,0,0.0015
137340,0,0.0007
137341,0,0.0007
137342,0,0.001
137343,0,0.0036
137344,0,0.0037
137345,0,0.0017
137346,0,0.0055
137347,0,0.005
137348,0,0.0029
137349,0,0.0017
137350,0,0.0015
137351,0,0.0073
137352,0,0.0018
137353,0,0.004
137354,0,0.0005
137355,0,0.0014
137356,0,0.0004
137357,0,0.0012
137358,0,0.0005
137359,0,0.0016
137360,0,0.0043
137361,0,0.0013
137362,0,0.0023
137363,0,0.001
137364,0,0.0054
137365,0,0.0007
137366,0,0.0046
137367,0,0.0201
137368,0,0.0015
137369,0,0.0027
137370,0,0.0008
137371,0,0.0062
137372,0,0.0015
137373,0,0.0027
137374,0,0.0009
137375,0,0.0012
137376,0,0.0016
137377,0,0.0004
137378,0,0.0023
137379,1,0.9971
137380,0,0.0112
137381,0,0.0012
137382,0,0.0007
137383,0,0.0023
137384,0,0.0023
137385,1,0.9838
137386,0,0.0006
137387,0,0.0002
137388,0,0.0007
137389,0,0.0014
137390,0,0.0006
137391,0,0.001
137392,0,0.0008
137393,0,0.0034
137394,0,0.0028
137395,0,0.0017
137396,0,0.001
137397,0,0.0031
137398,0,0.0015
137399,0,0.0192
137400,0,0.0011
137401,0,0.0069
137402,0,0.0014
137403,0,0.0112
137404,0,0.0037
137405,0,0.0028
137406,0,0.0047
137407,0,0.0011
137408,0,0.0026
137409,0,0.0077
137410,0,0.0036
137411,0,0.0013
137412,0,0.0012
137413,0,0.0058
137414,0,0.001
137415,0,0.0019
137416,0,0.0008
137417,0,0.0063
137418,0,0.0019
137419,0,0.0052
137420,0,0.0025
137421,0,0.0005
137422,0,0.0027
137423,0,0.0079
137424,0,0.0079
137425,0,0.0028
137426,0,0.0088
137427,0,0.0046
137428,0,0.0027
137429,0,0.0017
137430,0,0.0047
137431,0,0.0061
137432,0,0.0022
137433,0,0.0028
137434,0,0.0033
137435,0,0.0033
137436,0,0.0011
137437,1,0.986
137438,0,0.0012
137439,0,0.0008
137440,0,0.0034
137441,0,0.0064
137442,0,0.004
137443,0,0.0065
137444,0,0.0032
137445,0,0.0026
137446,0,0.0045
137447,0,0.004
137448,0,0.0012
137449,0,0.0019
137450,0,0.0016
137451,0,0.0023
137452,0,0.0013
137453,0,0.0012
137454,0,0.0048
137455,0,0.0048
137456,0,0.0023
137457,0,0.0014
137458,0,0.0036
137459,0,0.0012
137460,0,0.0044
137461,0,0.0043
137462,0,0.0021
137463,0,0.0072
137464,0,0.0012
137465,0,0.0019
137466,0,0.0011
137467,0,0.0115
137468,0,0.0027
137469,0,0.0005
137470,0,0.0023
137471,0,0.0026
137472,0,0.0007
137473,0,0.0032
137474,0,0.0013
137475,0,0.0019
137476,0,0.0038
137477,0,0.0041
137478,0,0.0154
137479,0,0.0023
137480,0,0.0061
137481,0,0.0015
137482,0,0.0016
137483,0,0.0014
137484,0,0.0014
137485,0,0.0006
137486,0,0.0115
137487,0,0.0116
137488,0,0.0012
137489,0,0.0031
137490,0,0.008
137491,0,0.0028
137492,0,0.0011
137493,0,0.0079
137494,0,0.0021
137495,0,0.0018
137496,0,0.0005
137497,0,0.0023
137498,0,0.0048
137499,0,0.0038
137500,0,0.0018
137501,0,0.0011
137502,0,0.0009
137503,0,0.0047
137504,0,0.0049
137505,0,0.0012
137506,0,0.0045
137507,0,0.0105
137508,0,0.0007
137509,0,0.0026
137510,0,0.0029
137511,0,0.0009
137512,0,0.0015
137513,0,0.0038
137514,0,0.0015
137515,0,0.0026
137516,0,0.001
137517,0,0.0015
137518,0,0.001
137519,0,0.0049
137520,0,0.0019
137521,0,0.0023
137522,0,0.0016
137523,0,0.0037
137524,0,0.003
137525,0,0.0019
137526,0,0.0015
137527,0,0.006
137528,0,0.0147
137529,0,0.0012
137530,0,0.0023
137531,0,0.0071
137532,0,0.0018
137533,0,0.0039
137534,0,0.0017
137535,0,0.0021
137536,0,0.0041
137537,1,0.9821
137538,0,0.0019
137539,0,0.0011
137540,0,0.0101
137541,0,0.0014
137542,0,0.0024
137543,0,0.0024
137544,0,0.002
137545,0,0.001
137546,0,0.0012
137547,0,0.0009
137548,0,0.0023
137549,0,0.0026
137550,0,0.0036
137551,0,0.0015
137552,0,0.002
137553,0,0.001
137554,0,0.0041
137555,0,0.0038
137556,0,0.0087
137557,0,0.0021
137558,0,0.002
137559,0,0.0001
137560,0,0.0007
137561,0,0.0017
137562,0,0.0056
137563,0,0.0009
137564,0,0.0023
137565,0,0.0034
137566,0,0.0118
137567,0,0.0012
137568,0,0.001
137569,0,0.0028
137570,0,0.0025
137571,0,0.0014
137572,0,0.0016
137573,0,0.0057
137574,0,0.0101
137575,0,0.002
137576,0,0.0023
137577,0,0.0023
137578,0,0.0021
137579,0,0.0013
137580,0,0.0022
137581,0,0.0037
137582,0,0.0065
137583,0,0.0008
137584,0,0.0013
137585,0,0.0011
137586,0,0.0039
137587,0,0.0139
137588,0,0.004
137589,0,0.0033
137590,0,0.0111
137591,0,0.002
137592,0,0.0025
137593,0,0.0063
137594,0,0.004
137595,0,0.0014
137596,0,0.0023
137597,0,0.0021
137598,0,0.0025
137599,0,0.0029
137600,0,0.0017
137601,0,0.0043
137602,0,0.0072
137603,0,0.0013
137604,0,0.0014
137605,0,0.007
137606,0,0.0013
137607,0,0.0011
137608,0,0.0103
137609,0,0.0028
137610,0,0.0025
137611,0,0.0045
137612,0,0.0043
137613,0,0.0016
137614,0,0.0021
137615,0,0.0062
137616,0,0.0017
137617,0,0.0044
137618,0,0.0015
137619,0,0.0012
137620,0,0.0004
137621,0,0.0012
137622,0,0.0051
137623,0,0.0045
137624,0,0.0051
137625,0,0.0046
137626,0,0.0023
137627,0,0.0023
137628,0,0.0027
137629,0,0.0007
137630,1,0.9877
137631,0,0.0012
137632,0,0.0069
137633,0,0.0017
137634,0,0.005
137635,0,0.0021
137636,0,0.0078
137637,0,0.0028
137638,0,0.0014
137639,0,0.012
137640,0,0.001
137641,0,0.0141
137642,0,0.0073
137643,0,0.0037
137644,0,0.0027
137645,0,0.0042
137646,0,0.016
137647,0,0.002
137648,0,0.0026
137649,0,0.0005
137650,0,0.0008
137651,0,0.0018
137652,0,0.0011
137653,0,0.0019
137654,0,0.0041
137655,0,0.0031
137656,0,0.0013
137657,0,0.002
137658,0,0.0013
137659,0,0.0018
137660,0,0.001
137661,0,0.0043
137662,0,0.0025
137663,0,0.0015
137664,0,0.0108
137665,0,0.0009
137666,0,0.0012
137667,0,0.0013
137668,0,0.0018
137669,0,0.011
137670,0,0.0018
137671,0,0.0012
137672,0,0.0025
137673,0,0.0092
137674,0,0.0185
137675,0,0.0013
137676,0,0.0085
137677,0,0.016
137678,0,0.0015
137679,0,0.0064
137680,0,0.0007
137681,0,0.0008
137682,0,0.0013
137683,0,0.0022
137684,0,0.0023
137685,0,0.0025
137686,0,0.0048
137687,0,0.0019
137688,0,0.0009
137689,0,0.0006
137690,0,0.0011
137691,0,0.0109
137692,0,0.0039
137693,0,0.001
137694,0,0.0023
137695,0,0.0024
137696,0,0.0005
137697,0,0.0022
137698,0,0.0016
137699,0,0.005
137700,0,0.0023
137701,0,0.002
137702,0,0.0009
137703,0,0.0015
137704,0,0.0011
137705,0,0.0066
137706,0,0.0023
137707,0,0.0044
137708,0,0.0015
137709,0,0.0046
137710,0,0.0018
137711,0,0.0021
137712,0,0.0376
137713,0,0.0012
137714,0,0.0096
137715,0,0.0024
137716,0,0.001
137717,0,0.0012
137718,0,0.0044
137719,0,0.0103
137720,0,0.012
137721,0,0.0029
137722,0,0.0026
137723,0,0.0023
137724,0,0.006
137725,0,0.0108
137726,0,0.0026
137727,0,0.0096
137728,0,0.0012
137729,0,0.0042
137730,0,0.0007
137731,0,0.0014
137732,0,0.0028
137733,0,0.0019
137734,0,0.0008
137735,0,0.0051
137736,0,0.0032
137737,0,0.004
137738,0,0.0016
137739,0,0.0036
137740,0,0.0041
137741,0,0.0088
137742,0,0.0014
137743,0,0.0011
137744,0,0.0043
137745,0,0.0014
137746,0,0.0014
137747,0,0.0013
137748,0,0.0014
137749,0,0.0052
137750,0,0.002
137751,0,0.0128
137752,0,0.001
137753,0,0.0025
137754,0,0.0096
137755,0,0.0079
137756,0,0.0024
137757,0,0.0024
137758,0,0.0027
137759,0,0.001
137760,0,0.0036
137761,0,0.0022
137762,0,0.0015
137763,0,0.0017
137764,0,0.0017
137765,0,0.0035
137766,0,0.0024
137767,0,0.0019
137768,0,0.0018
137769,0,0.0028
137770,0,0.0021
137771,0,0.0004
137772,0,0.0014
137773,0,0.0028
137774,0,0.0021
137775,0,0.0019
137776,0,0.0005
137777,0,0.0033
137778,0,0.0036
137779,0,0.0031
137780,0,0.0026
137781,0,0.0097
137782,0,0.0011
137783,0,0.0013
137784,0,0.0015
137785,0,0.0033
137786,0,0.001
137787,0,0.0013
137788,0,0.0046
137789,0,0.0019
137790,0,0.004
137791,0,0.0017
137792,0,0.0035
137793,0,0.0011
137794,0,0.0021
137795,0,0.0026
137796,0,0.0017
137797,0,0.0014
137798,0,0.0072
137799,0,0.0041
137800,0,0.0025
137801,0,0.0052
137802,0,0.0021
137803,0,0.0008
137804,0,0.0009
137805,0,0.0016
137806,0,0.0025
137807,0,0.0266
137808,0,0.0053
137809,1,0.9953
137810,0,0.0013
137811,0,0.0007
137812,0,0.0017
137813,0,0.0008
137814,0,0.0044
137815,0,0.0017
137816,0,0.0037
137817,0,0.0123
137818,0,0.0021
137819,0,0.0054
137820,0,0.0022
137821,0,0.0014
137822,0,0.0071
137823,0,0.0022
137824,0,0.001
137825,0,0.0429
137826,0,0.002
137827,0,0.0026
137828,0,0.0016
137829,0,0.0052
137830,0,0.0053
137831,0,0.0019
137832,0,0.0021
137833,0,0.0074
137834,0,0.0053
137835,0,0.0039
137836,0,0.0017
137837,0,0.0035
137838,0,0.0013
